COHORTE,COLOMBIA GRANTEES - US UNIVERSITY,UNIVERSITY 1
1980,U. Of pennsylvania,U. Javeriana
1980,U. Of south carolina - columbia,Colegio de estudios superiores de administracion-cesa-
1980,Ohio state U.,U. Nal de Col.
1980,Washington U. In st louis,U. Nal de Col.
1980,The new school,U. Del valle
1980,Pratt institute,U. Nal de Col.
1980,Louisiana state U. And a&m college,Fundacion U. De bogota - jorge tadeo lozano
1980,U. Of minnesota - twin cities,U. De los andes
1980,U. Of rhode island,Fundacion U. De bogota - jorge tadeo lozano
1980,U. Of rhode island,Fundacion U. De bogota - jorge tadeo lozano
1980,U. Of florida,U. De los andes
1980,U. Of virginia,Colegio mayor de nuestra señora del rosario
1980,Temple U.,U. De los andes
1980,Suny at binghamton,U. Nal de Col.
1980,Suny at buffalo,U. Nal de Col.
1980,U. Of pennsylvania,U. De los andes
1980,Centre college,U. Del atlantico
1980,U. Of pittsburgh - main campus,U. De los andes
1980,Southern illinois U. Carbondale,U. De caldas
1980,Virginia polytechnic institute and state U.,U. Nal de Col.
1980,Southern illinois U. Carbondale,U. Nal de Col.
1980,Iowa state U.,U. Del valle
1980,Suny at buffalo,U. Javeriana
1980,Suny at buffalo,U. De los andes
1980,U. Of texas at austin,U. Nal de Col.
1980,U. Of louisville,U. Del valle
1980,U. Of massachusetts amherst,U. De cartagena
1980,U. Of illinois at urbana-champaign,U. Nal de Col.
1980,Syracuse U.,U. Javeriana
1980,Suny stony brook,U. De los andes
1980,Suny at buffalo,U. Nal de Col.
1980,Rensselaer polytechnic institute,U. Industrial de std
1980,U. Of south carolina - columbia,U. Javeriana
1980,U. Of south carolina - columbia,U. Javeriana
1980,Northeastern U.,U. De los andes
1980,Temple U.,U. Nal de Col.
1980,U. Of texas at austin,U. Nal de Col.
1980,Rensselaer polytechnic institute,U. Nal de Col.
1980,Iowa state U.,U. Del atlantico
1980,U. Of pittsburgh - main campus,U. De antioquia
1980,U. Of kansas,U. De los andes
1980,U. Of pittsburgh - main campus,U. De nariño
1980,Southern illinois U. Carbondale,U. Del atlantico
1980,Southern illinois U. Carbondale,U. De nariño
1980,Virginia polytechnic institute and state U.,U. Pedagogica nal
1980,U. Of new haven,U. Externado de Col.
1980,U. Of kansas,U. Nal de Col.
1980,U. Of oregon,U. Del atlantico
1980,Ohio U. - main campus,U. Nal de Col.
1980,U. Of cincinnati,U. Nal de Col.
1980,U. Of toledo,U. Nal de Col.
1980,U. Of connecticut,U. De los andes
1980,Washington state U.,U. Del valle
1980,Ball state U.,U. Javeriana
1980,Harvard U.,U. De los andes
1980,Syracuse U.,U. De los andes
1980,U. Of virginia,U. De los andes
1980,The new school,U. Del norte
1980,U. Of toledo,U. Nal de Col.
1980,Suny at buffalo,U. De antioquia
1980,Lehigh U.,U. De antioquia
1980,North dakota state U. - main campus,U. Nal de Col.
1981,Northern illinois U.,U. Del valle
1981,Suny stony brook,U. Eafit-
1981,Oregon state U.,U. De nariño
1981,Ohio state U.,U. Javeriana
1981,Virginia polytechnic institute and state U.,U. De los andes
1981,Oregon state U.,Fundacion U. De bogota - jorge tadeo lozano
1981,Ball state U.,U. Pedagogica y tecnologica de Col. - uptc
1981,U. Of pittsburgh - main campus,U. Del quindio
1981,Suny stony brook,U. Javeriana
1981,U. Of kansas,U. Pedagogica nal
1981,Suny stony brook,U. Del valle
1981,Indiana U. Bloomington,U. Nal de Col.
1981,Suny stony brook,U. Javeriana
1981,U. Of massachusetts amherst,U. De los andes
1981,Rensselaer polytechnic institute,Escuela Col. de ingenieria julio garavito
1981,Suny at buffalo,Escuela Col. de ingenieria julio garavito
1981,Vanderbilt U.,Escuela Col. de ingenieria julio garavito
1981,Rensselaer polytechnic institute,U. Del cauca
1981,Virginia polytechnic institute and state U.,Escuela Col. de ingenieria julio garavito
1981,U. Of southern california,U. De los andes
1981,The U. Of texas at arlington,U. Industrial de std
1981,Syracuse U.,U. Javeriana
1981,U. Of cincinnati,U. Javeriana
1981,Suny at buffalo,U. De antioquia
1981,Suny stony brook,U. Javeriana
1981,Suny stony brook,U. Javeriana
1981,U. Of rhode island,U. Javeriana
1981,Suny stony brook,U. Javeriana
1981,Northeastern U.,U. Incca de Col.
1981,Stevens institute of technology,U. Nal de Col.
1981,U. Of kentucky,U. Nal de Col.
1981,Ball state U.,U. Nal de Col.
1981,U. Of utah,U. Nal de Col.
1981,Southern illinois U. Carbondale,U. De pamplona
1981,Washington U. In st louis,U. Del quindio
1981,Ohio U. - main campus,U. De nariño
1981,Ohio U. - main campus,U. Del valle
1981,U. Of illinois at urbana-champaign,U. De los andes
1981,U. Of california, san francisco,U. De los andes
1981,School of the art institute of chicago,U. Nal de Col.
1981,Suny stony brook,U. Javeriana
1981,Suny stony brook,U. Javeriana
1981,The new school,U. Del norte
1981,Washington U. In st louis,U. Industrial de std
1982,Northwest missouri state U.,Fundacion U. De bogota - jorge tadeo lozano
1982,Suny stony brook,Colegio mayor de nuestra señora del rosario
1982,Anthropology film center,U. De los andes
1982,Lesley U.,Medical college of wisconsin
1982,American U.,U. De los andes
1982,U. Of south carolina - columbia,U. Del valle
1982,U. Of wyoming,U. Del valle
1982,U. Of connecticut,U. Pedagogica nal
1982,Suny stony brook,Colegio mayor de nuestra señora del rosario
1982,U. Of minnesota - twin cities,U. De antioquia
1982,U. Of illinois at urbana-champaign,U. De los andes
1982,U. Of illinois at chicago,U. De antioquia
1982,U. Of new mexico,U. Pedagogica nal
1982,Michigan state U.,U. Industrial de std
1982,Suny stony brook,U. Javeriana
1982,Case western reserve U.,U. De los andes
1982,Suny stony brook,U. De los andes
1982,Purdue U.,U. Nal de Col.
1982,Virginia polytechnic institute and state U.,U. Nal de Col.
1982,U. Of california, berkeley,Escuela Col. de ingenieria julio garavito
1982,U. Of texas at austin,Escuela Col. de ingenieria julio garavito
1982,Suny at buffalo,U. De los andes
1982,Suny at buffalo,U. De los andes
1982,U. Of southern california,U. De los andes
1982,Louisiana state U. And a&m college,Escuela Col. de ingenieria julio garavito
1982,U. Of florida,U. Industrial de std
1982,Rensselaer polytechnic institute,U. Industrial de std
1982,Rensselaer polytechnic institute,U. Nal de Col.
1982,U. Of south carolina - columbia,U. Del valle
1982,U. Of toledo,U. Distrital-francisco jose de caldas
1982,Drexel U.,U. Nal de Col.
1982,Suny at buffalo,U. De antioquia
1982,U. Of massachusetts amherst,U. Tecnologica de pereira - utp
1982,Northeastern U.,U. Incca de Col.
1982,George washington U. the,U. Nal de Col.
1982,Suny stony brook,U. De antioquia
1982,U. Of delaware,U. Industrial de std
1982,Rensselaer polytechnic institute,U. Industrial de std
1982,U. Of oregon,U. Pedagogica nal
1982,Michigan state U.,U. Pedagogica nal
1982,Ohio U. - main campus,U. De caldas
1982,Indiana state U.,U. Tecnologica del choco-diego luis cordoba
1982,U. Of minnesota - twin cities,U. De antioquia
1982,Washington U. In st louis,U. De los andes
1982,City college of new york of the city U. Of new york the,U. Del norte
1982,Georgetown U.,U. Nal de Col.
1982,Harvard U.,U. Javeriana
1982,Northeastern U.,U. De antioquia
1982,Ohio state U.,U. Pontificia bolivariana
1982,Ohio state U.,U. Libre
1983,Harvard U.,U. Autonoma de bucaramanga-unab-
1983,U. Of minnesota - twin cities,U. Nal de Col.
1983,Washington U. In st louis,U. De los andes
1983,U. Of texas at austin,U. De los andes
1983,Washington U. In st louis,U. Nal de Col.
1983,Suny at buffalo,U. De antioquia
1983,U. Of arizona,U. Del valle
1983,U. Of texas at austin,Fundacion U. De bogota - jorge tadeo lozano
1983,U. Of alabama at birmingham,U. Pedagogica y tecnologica de Col. - uptc
1983,U. Of pennsylvania,U. Javeriana
1983,The new school,U. De los andes
1983,U. Of texas at austin,U. Santo tomas
1983,New york U.,U. Santo tomas
1983,Massachusetts institute of technology,U. Del cauca
1983,Stanford U.,U. De los andes
1983,Boston U.,U. De antioquia
1983,Indiana U. Bloomington,U. Del valle
1983,Southern illinois U. Edwardsville,U. Del atlantico
1983,Cornell U.,Colegio mayor de nuestra señora del rosario
1983,Suny stony brook,U. Libre
1983,U. Of texas at austin,U. Nal de Col.
1983,Vanderbilt U.,U. De los andes
1983,Suny stony brook,U. Javeriana
1983,Purdue U.,U. Pedagogica nal
1983,Stanford U.,U. De los andes
1983,Purdue U.,U. Industrial de std
1983,Carnegie mellon U.,U. Nal de Col.
1983,Suny at buffalo,Escuela Col. de ingenieria julio garavito
1983,U. Of nebraska - lincoln,U. De cartagena
1983,Stanford U.,U. De los andes
1983,U. Of kansas,U. De los andes
1983,U. Of kansas,U. Distrital-francisco jose de caldas
1983,U. Of michigan - ann arbor,U. De los andes
1983,Tufts U.,U. De los andes
1983,U. Of california, berkeley,U. De los andes
1983,The U. Of alabama,U. Nal de Col.
1983,Case western reserve U.,U. Nal de Col.
1983,Oregon state U.,U. Nal de Col.
1983,U. Of wisconsin - madison,U. De los andes
1983,U. Of iowa,U. Pedagogica nal
1983,U. Of utah,U. De cartagena
1983,The new school,U. Javeriana
1983,Indiana state U.,U. Pedagogica y tecnologica de Col. - uptc
1983,Virginia polytechnic institute and state U.,U. Nal de Col.
1983,U. Of minnesota - twin cities,Colegio mayor de nuestra señora del rosario
1983,New york U.,U. Javeriana
1984,Barry U.,Colegio mayor de nuestra señora del rosario
1984,Suny stony brook,Colegio mayor de nuestra señora del rosario
1984,Boston U.,U. Nal de Col.
1984,Rochester institute of technology,U. De la salle
1984,Boston college,U. Nal de Col.
1984,U. Of texas at austin,Fundacion U. De bogota - jorge tadeo lozano
1984,New mexico state U.,Fundacion U. De bogota - jorge tadeo lozano
1984,Ohio U. - main campus,Fundacion U. De bogota - jorge tadeo lozano
1984,Ohio U. - main campus,U. Javeriana
1984,Columbia U. In the city of new york,U. De antioquia
1984,U. Of illinois at urbana-champaign,U. De los andes
1984,Columbia U. In the city of new york,U. De los andes
1984,Columbia U. In the city of new york,U. Externado de Col.
1984,Northern kentucky U.,U. Del atlantico
1984,U. Of wisconsin - madison,U. Javeriana
1984,Indiana U. Bloomington,U. Nal de Col.
1984,U. Of pittsburgh - main campus,U. Javeriana
1984,American U.,U. Del atlantico
1984,Iowa state U.,U. Nal de Col.
1984,Louisiana state U. And a&m college,U. Nal de Col.
1984,Ohio U. - main campus,U. Industrial de std
1984,South dakota school of mines and technology,U. Francisco de paula std
1984,Ohio state U.,U. De los andes
1984,American U.,U. Industrial de std
1984,Cornell U.,U. De los andes
1984,Louisiana state U. And a&m college,Escuela Col. de ingenieria julio garavito
1984,Northeastern U.,Escuela Col. de ingenieria julio garavito
1984,Cornell U.,U. Del cauca
1984,Rice U.,U. Javeriana
1984,Rensselaer polytechnic institute,U. Javeriana
1984,Boston U.,U. Javeriana
1984,American U.,U. Industrial de std
1984,U. Of minnesota - twin cities,U. De los andes
1984,Georgia institute of technology - main campus,U. Industrial de std
1984,Unknown,U. Del valle
1984,U. Of arizona,U. Nal de Col.
1984,U. Of texas at austin,U. Javeriana
1984,Suny at buffalo,U. La gran Col.
1984,U. Of tulsa,U. Nal de Col.
1984,Northern illinois U.,U. Nal de Col.
1984,U. Of south carolina - columbia,U. Del valle
1984,Suny stony brook,U. De los andes
1984,Boston U.,Fundacion U. De bogota - jorge tadeo lozano
1984,Loyola U. Of chicago,U. Nal de Col.
1984,U. Of washington,U. Nal del perú
1985,Georgetown U.,U. Del norte
1985,U. Of pennsylvania,Corporacion U. Piloto de Col.
1985,North carolina state U.,U. Javeriana
1985,U. Of maryland - college park,U. De los andes
1985,U. Of mississippi,U. Del cauca
1985,U. Of california - los angeles,U. De los andes
1985,U. Of pittsburgh - main campus,U. Externado de Col.
1985,New york U.,U. De los andes
1985,Western illinois U.,Colegio mayor de nuestra señora del rosario
1985,Massachusetts institute of technology,U. Del valle
1985,U. Of chicago,U. De los andes
1985,U. Of california, santa barbara,U. Pedagogica nal
1985,U. Of northern iowa,U. De pamplona
1985,U. Of massachusetts amherst,U. Del valle
1985,U. Of iowa,U. Nal de Col.
1985,Indiana U. Bloomington,U. Pedagogica nal
1985,Lander U.,U. Javeriana
1985,Suny stony brook,U. Pedagogica nal
1985,Florida state U.,U. Industrial de std
1985,North carolina state U.,U. Javeriana
1985,Wharton college,Escuela Col. de ingenieria julio garavito
1985,U. Of minnesota - twin cities,U. De los andes
1985,Louisiana state U. And a&m college,U. Del cauca
1985,Virginia polytechnic institute and state U.,U. Nal de Col.
1985,Suny stony brook,U. De los andes
1985,Syracuse U.,U. Distrital-francisco jose de caldas
1985,U. Of florida,U. Nal de Col.
1985,Temple U.,U. Javeriana
1985,Suny stony brook,U. De los andes
1985,U. Of south carolina - columbia,U. De los andes
1985,U. Of illinois at chicago,U. Nal de Col.
1985,Syracuse U.,U. Del valle
1985,Suny at buffalo,U. De los andes
1985,U. Of kansas,U. De los andes
1985,U. Of kansas,U. De los andes
1985,U. Of south florida,U. De los andes
1985,Ball state U.,U. Pedagogica nal
1985,Ohio state U.,U. Pedagogica nal
1985,Suny stony brook,U. Pontificia bolivariana
1985,U. Of illinois at urbana-champaign,U. Nal de Col.
1985,U. Of cincinnati,U. Pontificia bolivariana
1985,U. Of cincinnati,U. Del valle
1985,Suny at buffalo,U. De los andes
1985,Suny at buffalo,U. Nal de Col.
1985,Suny college of environmental science and forestry,U. Nal de Col.
1986,Oklahoma city U.,Colegio de estudios superiores de administracion-cesa-
1986,Columbia U. In the city of new york,U. Javeriana
1986,U. Of south carolina - columbia,U. De los andes
1986,Western michigan U.,U. Nal de Col.
1986,Colorado state U.,Iowa state U.
1986,Washington U. In st louis,U. Del cauca
1986,Temple U.,U. Del cauca
1986,U. Of louisville,U. De los andes
1986,Ohio U. - main campus,U. Pedagogica nal
1986,Georgetown U.,U. De los andes
1986,Harvard U.,U. De los andes
1986,U. Of pittsburgh - main campus,U. Externado de Col.
1986,Cornell U.,U. Javeriana
1986,Duke U.,U. Javeriana
1986,American U.,U. Pontificia bolivariana
1986,U. Of connecticut,U. De cartagena
1986,Boston U.,U. De los andes
1986,American U.,U. De los andes
1986,Tufts U.,U. De los andes
1986,U. Of notre dame,U. De los andes
1986,Suny at buffalo,U. De antioquia
1986,Florida state U.,U. Javeriana
1986,Miami U.,U. De pamplona
1986,Overland high school,U. Santo tomas
1986,Suny at buffalo,U. Javeriana
1986,U. Of nevada - reno,U. Del valle
1986,U. Of wyoming,U. Del valle
1986,U. Of texas at austin,U. Nal de Col.
1986,Utah state U.,U. Nal de Col.
1986,Marquette U.,U. De los andes
1986,U. Of michigan - ann arbor,U. Del cauca
1986,Southern illinois U. Carbondale,U. Eafit-
1986,U. Of california, berkeley,U. De los andes
1986,U. Of louisville,U. Autonoma latinoamericana-unaula-
1986,Michigan state U.,U. Javeriana
1986,Virginia polytechnic institute and state U.,U. Industrial de std
1986,Rensselaer polytechnic institute,U. De los andes
1986,Omak high school,U. Pedagogica nal
1986,Ohio U. - main campus,U. De nariño
1986,Suny at albany,U. Del valle
1986,New ulm senior high school,U. Javeriana
1986,Sacramento country day school,U. Del valle
1986,Torrey pines high school,U. Del valle
1986,U. Of illinois at chicago,U. Pontificia bolivariana
1986,Boston U.,U. De la sabana
1986,U. Of texas at austin,U. Del valle
1986,U. Of florida,U. Del valle
1986,Indiana state U.,U. Tecnologica de pereira - utp
1986,Southern illinois U. Carbondale,U. Javeriana
1986,Temple U.,U. Nal de Col.
1986,Ohio state U.,U. Pedagogica nal
1987,Columbia U. In the city of new york,U. Nal de Col.
1987,U. Of texas at austin,U. Nal de Col.
1987,The new school,U. De antioquia
1987,U. Of massachusetts amherst,U. Industrial de std
1987,Ohio U. - main campus,U. Del valle
1987,New york U.,U. Javeriana
1987,Harvard U.,Colegio mayor de nuestra señora del rosario
1987,Johns hopkins U.,Colegio mayor de nuestra señora del rosario
1987,Indiana U. Bloomington,Colegio mayor de nuestra señora del rosario
1987,U. Of pennsylvania,U. Autonoma de bucaramanga-unab-
1987,The new school,U. De los andes
1987,Northern illinois U.,U. De antioquia
1987,Overland high school,U. De antioquia
1987,Southern illinois U. Carbondale,U. Javeriana
1987,Ohio U. - main campus,La sorbona, paris
1987,Suny at buffalo,Colegio mayor de nuestra señora del rosario
1987,U. Of iowa,U. De caldas
1987,George washington U. the,U. De los andes
1987,Suny stony brook,U. De los andes
1987,U. Of north carolina at chapel hill,U. Nal de Col.
1987,Suny at buffalo,U. De caldas
1987,Cornell U.,U. Nal de Col.
1987,U. Of california, berkeley,U. Nal de Col.
1987,Iona college,U. Industrial de std
1987,Saint michaels college,U. Pedagogica nal
1987,Northern arizona U.,U. Pedagogica nal
1987,Southern illinois U. Carbondale,U. Industrial de std
1987,U. Of kansas,U. Del valle
1987,Boston U.,U. Del norte
1987,Massachusetts institute of technology,U. Santo tomas
1987,U. Of iowa,U. Tecnologica de pereira - utp
1988,Suny at binghamton,U. Nal de Col.
1988,Harvard U.,U. De los andes
1988,U. Of illinois at urbana-champaign,U. Nal de Col.
1988,U. Of pennsylvania,U. De los andes
1988,Ohio U. - main campus,U. Externado de Col.
1988,U. Of iowa,Fundacion U. De bogota - jorge tadeo lozano
1988,U. Of southern california,U. Javeriana
1988,School of the art institute of chicago,U. Pontificia bolivariana
1988,Ohio U. - main campus,U. Santo tomas
1988,Johns hopkins U.,U. De los andes
1988,Yale U.,U. De los andes
1988,Yale U.,U. De los andes
1988,Southern illinois U. Carbondale,U. Del quindio
1988,Averill park high school,U. Pontificia bolivariana
1988,Southern illinois U. Carbondale,U. De caldas
1988,Suny at binghamton,U. De antioquia
1988,Garber high school,U. Industrial de std
1988,Maryland institute college of art,U. De los andes
1988,Cornell U.,U. De los andes
1988,Suny at buffalo,U. De los andes
1988,Various,U. De los andes
1988,U. Of illinois at urbana-champaign,U. Del valle
1988,U. Of utah,U. Del atlantico
1988,Southern illinois U. Carbondale,U. Pontificia bolivariana
1988,Northern arizona U.,U. Industrial de std
1988,Southern illinois U. Carbondale,U. Industrial de std
1988,Colorado school of mines,U. Industrial de std
1988,U. Of virginia,U. Industrial de std
1988,Southern illinois U. Carbondale,U. Del valle
1988,U. Of minnesota - twin cities,U. De los andes
1988,U. Of northern iowa,U. De nariño
1988,Mountain view high school vancouver,U. Nal de Col.
1988,Southern illinois U. Carbondale,U. Nal de Col.
1988,Suny stony brook,U. De nariño
1988,U. Of oregon,U. De caldas
1988,U. Of texas at austin,U. De nariño
1988,Johns hopkins U.,U. De antioquia
1988,Johns hopkins U.,U. Nal de Col.
1988,Columbia U. In the city of new york,U. De los andes
1988,U. Of hawaii at manoa,U. De los andes
1988,Ohio U. - main campus,U. De manizales
1988,The U. Of tennessee - knoxville,U. De cartagena
1989,U. Of pittsburgh - main campus,U. Del cauca
1989,U. Of cincinnati,U. De los andes
1989,Suny at buffalo,U. Santo tomas
1989,School of the art institute of chicago,U. De los andes
1989,Tulane U.,U. Javeriana
1989,Harvard U.,U. Javeriana
1989,Harvard U.,U. De los andes
1989,Temple U.,U. Pontificia bolivariana
1989,Kansas state U.,U. De san buenaventura
1989,Johns hopkins U.,U. De los andes
1989,Suny at albany,U. Industrial de std
1989,Ohio U. - main campus,U. De los andes
1989,U. Of wyoming,U. Nal de Col.
1989,Columbia U. In the city of new york,U. De los andes
1989,Southern illinois U. Carbondale,U. Industrial de std
1989,Western kentucky U.,U. Nal de Col.
1989,West chester U. Of pennsylvania,U. De pamplona
1989,Villanova U.,U. Nal de Col.
1989,Suny at buffalo,Escuela Col. de ingenieria julio garavito
1989,Harvard U.,U. De los andes
1989,Western illinois U.,U. Nal de Col.
1989,U. Of notre dame,U. Del valle
1989,U. Of notre dame,U. Pontificia bolivariana
1989,Big rapids high school,U. De la salle
1989,West chester U. Of pennsylvania,U. Del atlantico
1989,West chester U. Of pennsylvania,U. Del valle
1989,Oak ridge high school,U. Pedagogica nal
1989,Hampton bays junior-senior high school,U. De caldas
1989,U. Of southern california,U. Nal de Col.
1989,Boston U.,U. De los andes
1989,Stanford U.,U. Javeriana
1989,West chester U. Of pennsylvania,U. De san buenaventura
1989,U. Of texas at austin,U. Nal de Col.
